ICAO,IATA,NOM,TAILLE,PAYS,CITE
PAMK,SMK,Sim,Smallairport, United States, St Michael
MYLS,SML,St Michael,Mediumairport, Bahamas, Stella Maris
WBKA,SMM,Stella Maris,Smallairport, Malaysia, Semporna
KSMN,SMN,Semporna,Mediumairport, United States, Salmon
KSMO,SMO,Lemhi County,Smallairport, United States, Santa Monica
,SMP,Santa Monica Municipal,Closed, Papua New Guinea, Stockholm
WAOS,SMQ,Stockholm,Smallairport, Indonesia, Sampit-Borneo Island
SKSM,SMR,Sampit(Hasan),Mediumairport, Colombia, Santa Marta
FMMS,SMS,Simón Bolívar International,Mediumairport, Madagascar,
,SMT,Sainte Marie,Closed, Taiwan, Sorriso
PASP,SMU,Adolino Bedin Regional,Smallairport, United States, Sheep Mountain
LSZS,SMV,Sheep Mountain,Mediumairport, Switzerland,
GMMA,SMW,Samedan,Mediumairport, Western Sahara, Smara
KSMX,SMX,Smara,Mediumairport, United States, Santa Maria
GOTS,SMY,Santa Maria Pub/Capt G Allan Hancock Field,Smallairport, Senegal, Simenti
SMST,SMZ,Simenti,Smallairport, Suriname, Stoelmanseiland
KSNA,SNA,Stoelmanseiland,Largeairport, United States, Santa Ana
YSNB,SNB,John Wayne-Orange County,Mediumairport, Australia,
SESA,SNC,Snake Bay,Mediumairport, Ecuador, Salinas
,SND,General Ulpiano Paez,Closed, Laos, Seno
GVSN,SNE,Seno,Mediumairport, Cape Verde, Preguiça
SVSP,SNF,Preguiça,Mediumairport, Venezuela, San Felipe
SLSI,SNG,Sub Teniente Nestor Arias,Smallairport, Bolivia, San Ignacio de Velasco
YSPE,SNH,Capitán Av. Juan Cochamanidis S.,Smallairport, Australia,
GLGE,SNI,Stanthorpe,Smallairport, Liberia, Greenville
MUSJ,SNJ,Greenville Sinoe,Mediumairport, Cuba, Pinar Del Rio
,SNK,San Julian Air Base,Closed, United States, Snyder
KSNL,SNL,Winston Field,Smallairport, United States, Shawnee
SLSM,SNM,Shawnee Regional,Smallairport, Bolivia, San Ignacio de Moxos
SLSM,SNM,San Ignacio de Moxos,Closed, Bolivia, San Ignacio de Moxos
EINN,SNN,San Ignacio de Moxos,Largeairport, Ireland, Limerick
VTUI,SNO,Shannon,Mediumairport, Thailand,
PASN,SNP,Sakon Nakhon,Mediumairport, United States, St Paul Island
,SNQ,St Paul Island,Smallairport, Mexico, Military Camp Number 2-D
LFRZ,SNR,San Quintín Military Airstrip,Mediumairport, France, Saint-Nazaire/Montoir
KSNS,SNS,Saint-Nazaire-Montoir,Mediumairport, United States, Salinas
,SNT,Salinas Municipal,Smallairport, Colombia, Sabana De Torres
MUSC,SNU,Las Cruces,Mediumairport, Cuba, Santa Clara
SVSE,SNV,Abel Santamaria,Mediumairport, Venezuela,
VYTD,SNW,Santa Elena de Uairen,Mediumairport, Burma, Thandwe
KSNY,SNY,Thandwe,Mediumairport, United States, Sidney
SBSC,SNZ,Sidney Municipal-Lloyd W Carr Field,Mediumairport, Brazil, Rio de Janeiro
,SOA,Santa Cruz Air Force Base,Closed, Vietnam, Sóc Trăng
LHSM,SOB,Sóc Trăng,Mediumairport, Hungary, Sármellék
WARQ,SOC,Sármellék International,Smallairport, Indonesia, Sukarata(Solo)-Java Island
SDCO,SOD,Adi Sumarmo Wiryokusumo,Smallairport, Brazil, Sorocaba
FCOS,SOE,Sorocaba,Smallairport, Congo (Brazzaville), Souanke
LBSF,SOF,Souanke,Largeairport, Bulgaria, Sofia
ENSG,SOG,Sofia,Smallairport, Norway, Sogndal
,SOH,Sogndal,Closed, Colombia, Solita
,SOI,Solita,Closed, Australia, South Molle Island Resort
ENSR,SOJ,South Molle Island Helipad,Mediumairport, Norway, Sørkjosen
FXSM,SOK,Sørkjosen,Smallairport, Lesotho, Semonkong
AK26,SOL,Semonkong,Smallairport, United States, Solomon
SVST,SOM,Solomon State Field,Mediumairport, Venezuela, El Tigre
NVSS,SON,San Tomé,Mediumairport, Vanuatu, Luganville
ESNY,SOO,Santo Pekoa International,Mediumairport, Sweden, Söderhamn
KSOP,SOP,Söderhamn,Smallairport, United States, Pinehurst/Southern Pines
,SOR,Moore County,Closed, Syria, Al Thaurah
EFSO,SOT,Al Thaurah,Mediumairport, Finland, Sodankyla
EGHI,SOU,Sodankyla,Largeairport, United Kingdom, Southampton
PASO,SOV,Southampton,Smallairport, United States, Seldovia
KSOW,SOW,Seldovia,Smallairport, United States, Show Low
SKSO,SOX,Show Low Regional,Smallairport, Colombia, Sogamoso
EGER,SOY,Alberto Lleras Camargo,Smallairport, United Kingdom, Stronsay
LFKS,SOZ,Stronsay,Mediumairport, France, Solenzara
KSPA,SPA,Solenzara (BA 126) Air Base,Smallairport, United States, Spartanburg
VI22,SPB,Spartanburg Downtown Memorial,Seaplanebase, U.S. Virgin Islands, Charlotte Amalie St Thomas
GCLA,SPC,Charlotte Amalie Harbor,Mediumairport, Spain," Sta Cruz de la Palma, La Palma Island"
VGSD,SPD,La Palma,Mediumairport, Bangladesh, Saidpur
WBKO,SPE,Saidpur,Smallairport, Malaysia, Sepulot
,SPF,Sepulot,Closed, United States, Spearfish
,SPG,Black Hills-Clyde Ice Field,Closed, United States," St Petersburg, FL"
AYQO,SPH,Albert Whitted,Smallairport, Papua New Guinea, Sopu
KSPI,SPI,Sopu,Largeairport, United States, Springfield
LGSP,SPJ,Abraham Lincoln Capital,Smallairport, Greece, Sparti
RJCJ,SPK,Sparti,Mediumairport, Japan,
ETAD,SPM,Chitose Air Base,Mediumairport, Germany, Trier
PGSN,SPN,Spangdahlem Air Base,Mediumairport, Northern Mariana Islands, Saipan Island
FNME,SPP,Saipan International,Mediumairport, Angola, Menongue
6CA3,SPQ,Menongue,Heliport, United States, San Pedro
,SPR,Catalina Air-Sea Terminal,Mediumairport, Belize, San Pedro
KSPS,SPS,San Pedro,Largeairport, United States, Wichita Falls
,SPT,Sheppard Air Force Base-Wichita Falls Municipal,Smallairport, Malaysia, Sipitang
LDSP,SPU,Sipitang,Mediumairport, Croatia, Split
,SPV,Split,Closed, Papua New Guinea, Sepik Plains
KSPW,SPW,Sepik Plains,Smallairport, United States, Spencer
DISP,SPY,Spencer Municipal,Mediumairport, Côte d'Ivoire,
KASG,SPZ,San Pedro,Smallairport, United States, Springdale
KIZA,SQA,Springdale Municipal,Smallairport, United States, Santa Ynez
YSCR,SQC,Santa Ynez,Smallairport, Australia,
,SQE,Southern Cross,Smallairport, Colombia, San Luis De Palenque
,SQF,San Luis De Palenque,Closed, Colombia, Solano
WIOS,SQG,Solano,Mediumairport, Indonesia, Sintang-Borneo Island
VVNS,SQH,Sintang(Susilo),Smallairport, Vietnam, Son-La
KSQI,SQI,›,Smallairport, United States, Sterling/Rockfalls
ZSSM,SQJ,Whiteside County-Joseph H Bittorf Field,Mediumairport, China, Sanming
,SQK,Shaxian,Closed, Egypt, Sidi Barrani
SWUA,SQM,Sidi Barrani,Smallairport, Brazil, São Miguel Do Araguaia
WAPN,SQN,São Miguel do Araguaia,Smallairport, Indonesia, Sanana-Seram Island
ESUD,SQO,Emalamo Sanana,Mediumairport, Sweden,
,SQP,Storuman,Closed, Australia, Starcke
EYSA,SQQ,Starcke,Mediumairport, Lithuania, Šiauliai
WAWS,SQR,Šiauliai International,Smallairport, Indonesia, Soroako-Celebes Island
,SQS,Soroako,Closed, Belize, San Ignacio
AYCS,SQT,Matthew Spain,Smallairport, Papua New Guinea, Samarai Island
SPOA,SQU,China Strait Airstrip,Smallairport, Perú, Plaza Saposoa
,SQV,Saposoa,Closed, United States, Sequim
EKSV,SQW,Sequim Valley,Mediumairport, Denmark, Skive
SSOE,SQX,Skive,Smallairport, Brazil, São Miguel Do Oeste
SSRU,SQY,São Miguel do Oeste,Smallairport, Brazil, São Lourenço Do Sul
EGXP,SQZ,São Lourenço do Sul,Mediumairport, United Kingdom, Scampton
SSZR,SRA,RAF Scampton,Smallairport, Brazil, Santa Rosa
SLSR,SRB,Santa Rosa,Smallairport, Bolivia, Santa Rosa
,SRC,Santa Rosa De Yacuma,Closed, United States, Searcy
SLRA,SRD,Searcy,Smallairport, Bolivia, San Ramón / Mamoré
,SRF,San Ramón,Closed, United States, San Rafael
WAHS,SRG,Hamilton Field,Smallairport, Indonesia, Semarang-Java Island
FTTA,SRH,Achmad Yani,Smallairport, Chad, Sarh
WALS,SRI,Sarh,Mediumairport, Indonesia, Samarinda
SLSB,SRJ,Temindung,Smallairport, Bolivia, San Borja
,SRK,Capitán Av. German Quiroga G.,Closed, Sierra Leone, Sierra Leone
,SRL,Sierra Leone,Closed, Mexico, Santa Rosalia
,SRM,Palo Verde,Closed, Australia, Sandringham Station
YSRN,SRN,Sandringham,Smallairport, Australia,
,SRO,Strahan,Smallairport, Colombia, Santana Ramos
ENSO,SRP,Santana Ramos,Mediumairport, Norway, Leirvik
KSRQ,SRQ,Stord,Largeairport, United States, Sarasota/Bradenton
YDUN,SRR,Sarasota Bradenton International,Smallairport, Australia, Stradbroke Island
SKSR,SRS,Dunwich,Smallairport, Colombia, San Marcos
HUSO,SRT,San Marcos,Mediumairport, Uganda, Soroti
SRV,SRV,Soroti,Smallairport, United States, Stony River
KRUQ,SRW,Stony River 2,Smallairport, United States, Salisbury
HLGD,SRX,Mid-Carolina Regional,Mediumairport, Libya, Sirt
OINZ,SRY,Gardabya,Mediumairport, Iran, Sari
SLET,SRZ,Dasht-e Naz,Mediumairport, Bolivia, Santa Cruz
SBSV,SSA,El Trompillo,Largeairport, Brazil, Salvador
VI32,SSB,Deputado Luiz Eduardo Magalhães International,Seaplanebase, U.S. Virgin Islands, Christiansted St Croix
KSSC,SSC,Christiansted Harbor,Largeairport, United States, Sumter
SCSF,SSD,Shaw Air Force Base,Smallairport, Chile, San Felipe
VASL,SSE,Víctor Lafón,Mediumairport, India, Solapur
KSSF,SSF,Solapur,Mediumairport, United States, San Antonio
FGSL,SSG,Stinson Municipal,Mediumairport, Equatorial Guinea, Malabo
HESH,SSH,Malabo,Mediumairport, Egypt, Sharm el-Sheikh
KSSI,SSI,Sharm El Sheikh International,Mediumairport, United States, Brunswick
ENST,SSJ,Malcolm McKinnon,Mediumairport, Norway, Alstahaug
,SSK,Sandnessjøen (Stokka),Smallairport, Australia, Sturt Creek
SKSL,SSL,Sturt Creek,Smallairport, Colombia, Santa Rosalia
RKSM,SSN,Santa Rosalia,Mediumairport, South Korea, Simgok-dong
SNLO,SSO,Seoul Air Base (K-16),Smallairport, Brazil, São Lourenço
YSVP,SSP,São Lourenço,Smallairport, Australia, Silver Plains
CSR8,SSQ,Silver Plains,Smallairport, Canada, La Sarre
NVSH,SSR,La Sarre,Smallairport, Vanuatu, Pentecost Island
,SSS,Sara,Closed, Papua New Guinea, Siassi
SAZL,SST,Siassi,Mediumairport, Argentina, Santa Teresita
,SSU,Santa Teresita,Closed, United States, White Sulphur Springs
,SSV,Greenbrier,Closed, Philippines, Siasi Island
7WA5,SSW,Siasi,Smallairport, United States, Stuart Island
LTAQ,SSX,Stuart Island Airpark,Smallairport, Turkey, Samsun
FNBC,SSY,Samsun Samair,Mediumairport, Angola, Mbanza Congo
SBST,SSZ,Mbanza Congo,Mediumairport, Brazil, Guarujá
EKVJ,STA,Base Aérea de Santos,Mediumairport, Denmark, Skjern / Ringkøbing
SVSZ,STB,Stauning,Mediumairport, Venezuela,
KSTC,STC,Santa Bárbara del Zulia,Mediumairport, United States, St Cloud
SVSO,STD,St Cloud Regional,Mediumairport, Venezuela, Santo Domingo
KSTE,STE,Mayor Buenaventura Vivas International,Smallairport, United States, Stevens Point
YSTI,STF,Stevens Point Municipal,Seaplanebase, Australia, Stephens Island
PAPB,STG,Stephens Island,Mediumairport, United States, St George
YSMR,STH,St George,Smallairport, Australia,
MDST,STI,Strathmore,Mediumairport, Dominican Republic, Santiago
KSTJ,STJ,Cibao International,Mediumairport, United States, St Joseph
KSTK,STK,Rosecrans Memorial,Smallairport, United States, Sterling
KSTL,STL,Sterling Municipal,Largeairport, United States, St Louis
SBSN,STM,St Louis Lambert International,Mediumairport, Brazil, Santarém
EGSS,STN,Maestro Wilson Fonseca,Largeairport, United Kingdom, London
KSTP,STP,London Stansted,Mediumairport, United States, St Paul
KOYM,STQ,St Paul Downtown Holman Field,Smallairport, United States, St Marys
EDDS,STR,St Marys Municipal,Largeairport, Germany, Stuttgart
KSTS,STS,Stuttgart,Mediumairport, United States, Santa Rosa
TIST,STT,Charles M. Schulz Sonoma County,Mediumairport, U.S. Virgin Islands," Charlotte Amalie, Harry S. Truman Airport"
,STU,Cyril E. King,Smallairport, Belize, Santa Cruz
VASU,STV,Santa Cruz,Mediumairport, India,
URMT,STW,Surat,Mediumairport, Russia, Stavropol
TISX,STX,Stavropol Shpakovskoye,Mediumairport, U.S. Virgin Islands, Christiansted
SUSO,STY,Henry E Rohlsen,Mediumairport, Uruguay, Salto
KSUA,SUA,Nueva Hesperides International,Smallairport, United States, Stuart
WARR,SUB,Witham Field,Largeairport, Indonesia, Surabaya
,SUC,Juanda International,Closed, United States, Sundance
KSUD,SUD,Schloredt,Smallairport, United States, Stroud
KSUE,SUE,Stroud Municipal,Smallairport, United States, Sturgeon Bay
LICA,SUF,Door County Cherryland,Mediumairport, Italy, Lamezia Terme (CZ)
RPMS,SUG,Lamezia Terme,Mediumairport, Philippines, Surigao City
OOSR,SUH,Surigao,Smallairport, Oman, Sur
UGSS,SUI,Sur,Mediumairport, Georgia, Sukhumi
LRSM,SUJ,Sukhumi Dranda,Mediumairport, Romania, Satu Mare
UEBS,SUK,›,Smallairport, South Korea, Batagay-Alyta
OPSU,SUL,Sakkyryr,Mediumairport, Pakistan, Sui
KSMS,SUM,Sui,Smallairport, United States, Sumter
KSUN,SUN,Sumter,Mediumairport, United States, Hailey
S21,SUO,Friedman Memorial,Smallairport, United States, Sunriver
WART,SUP,Sunriver,Smallairport, Indonesia, Sumenep-Madura Island
SESC,SUQ,Trunojoyo,Smallairport, Ecuador, Sucua
CJV7,SUR,Sucua,Smallairport, Canada, Summer Beaver
KSUS,SUS,Summer Beaver,Largeairport, United States, St Louis
HTSU,SUT,Spirit of St Louis,Smallairport, Tanzania, Sumbawanga
KSUU,SUU,Sumbawanga,Largeairport, United States, Fairfield
NFNA,SUV,Travis Air Force Base,Mediumairport, Fiji, Nausori
KSUW,SUW,Nausori International,Smallairport, United States, Superior
KSUX,SUX,Richard I Bong,Largeairport, United States, Sioux City
UENS,SUY,Sioux Gateway Col. Bud Day Field,Smallairport, Russia, Suntar
,SUZ,Suntar,Closed, Papua New Guinea, Suria
PASA,SVA,Suria,Mediumairport, United States, Savoonga
FMNS,SVB,Savoonga,Mediumairport, Madagascar,
TVSA,SVD,Sambava,Mediumairport, Saint Vincent and the Grenadines, Kingstown
KSVE,SVE,Argyle International,Smallairport, United States, Susanville
DBBS,SVF,Susanville Municipal,Smallairport, Benin, Savé
ENZV,SVG,Savé,Largeairport, Norway, Stavanger
KSVH,SVH,Stavanger Sola,Smallairport, United States, Statesville
SKSV,SVI,Statesville Regional,Mediumairport, Colombia, San Vicente Del Caguán
ENSH,SVJ,Eduardo Falla Solano,Mediumairport, Norway, Svolvær
,SVK,Svolvær Helle,Smallairport, Belize, Silver Creek
EFSA,SVL,Silver Creek,Mediumairport, Finland, Savonlinna
KSVN,SVN,Savonlinna,Mediumairport, United States, Savannah
UUEE,SVO,Hunter Army Air Field,Largeairport, Russia, Moscow
FNKU,SVP,Sheremetyevo International,Mediumairport, Angola, Kuito
LEZL,SVQ,Kuito,Mediumairport, Spain, Sevilla
,SVR,Sevilla,Closed, Cambodia, Svay Rieng
SVS,SVS,Svay Rieng,Smallairport, United States, Stevens Village
FBSV,SVT,Stevens Village,Smallairport, Botswana, Savuti
NFNS,SVU,Savuti,Smallairport, Fiji, Savusavu
,SVV,Savusavu,Smallairport, Venezuela, San Salvador de Paul
PASV,SVW,San Salvador de Paul,Mediumairport, United States, Sparrevohn
USSS,SVX,Sparrevohn LRRS,Largeairport, Russia, Yekaterinburg
,SVY,Koltsovo,Closed, Solomon Islands, Savo
SVSA,SVZ,Savo,Mediumairport, Venezuela,
ZGOW,SWA,San Antonio Del Tachira,Mediumairport, China, Shantou
,SWB,Jieyang Chaoshan International,Smallairport, Australia, Shaw River
YSWL,SWC,Shaw River,Mediumairport, Australia,
PAWD,SWD,Stawell,Mediumairport, United States, Seward
AYEW,SWE,Seward,Smallairport, Papua New Guinea, Siwea
KSWF,SWF,Siwea,Mediumairport, United States, Newburgh
AYSW,SWG,Stewart International,Smallairport, Papua New Guinea, Satwag
YSWH,SWH,Satwag,Mediumairport, Australia,
,SWI,Swan Hill,Closed, United Kingdom, Swindon
NVSX,SWJ,Gypsy,Smallairport, Vanuatu, Malekula Island
,SWK,Southwest Bay,Closed, Italy, Milan
,SWL,Segrate,Closed, Bahamas, Spanish Wells
,SWM,Spanish Wells,Closed, Brazil, Alto Boa Vista
,SWN,Suia-Missu,Smallairport, Pakistan, Sahiwal
KSWO,SWO,Sahiwal,Mediumairport, United States, Stillwater
FYSM,SWP,Stillwater Regional,Smallairport, Namibia, Swakopmund
WADS,SWQ,Swakopmund,Smallairport, Indonesia, Sumbawa Island
AYZI,SWR,Sumbawa Besar,Smallairport, Papua New Guinea, Silur Mission
EGFH,SWS,Silur,Mediumairport, United Kingdom, Swansea
UNSS,SWT,Swansea,Mediumairport, Russia, Strezhevoy
RKSW,SWU,Strezhevoy,Mediumairport, South Korea,
,SWV,Suwon,Closed, Pakistan, Shikarpur
KSWW,SWW,Shikarpur,Smallairport, United States, Sweetwater
FBSW,SWX,Avenger Field,Smallairport, Botswana, Shakawe
WMBA,SWY,Shakawe,Smallairport, Malaysia, Sitiawan
,SWZ,Sitiawan,Closed, Australia, Sydney
AYQS,SXA,Sydney West,Smallairport, Papua New Guinea, Sialum
LFST,SXB,Sialum,Mediumairport, France, Strasbourg
,SXC,Strasbourg,Closed, United States, Catalina Island
,SXD,Avalo Vor/WP,Closed, France, Sophia Antipolis
EDDB,SXF,Sophia Antipolis,Closed, Germany, Berlin
FLSN,SXG,Berlin-Schönefeld,Smallairport, Zambia, Senanga
AYSL,SXH,Senanga,Smallairport, Papua New Guinea, Sehulea
OIBS,SXI,Sehulea,Mediumairport, Iran,
ZWSS,SXJ,Sirri Island,Mediumairport, China, Shanshan
WAPI,SXK,Shanshan,Smallairport, Indonesia, Saumlaki-Yamdena Island
EISG,SXL,Saumlaki/Olilit,Mediumairport, Ireland, Sligo
TNCM,SXM,Sligo,Largeairport, Sint Maarten, Saint Martin
FBSN,SXN,Princess Juliana International,Mediumairport, Botswana, Sowa
SWFX,SXO,Sua Pan,Smallairport, Brazil, São Félix Do Araguaia
SXP,SXP,São Félix do Araguaia,Smallairport, United States, Nunam Iqua
PASX,SXQ,Sheldon Point,Mediumairport, United States, Soldotna
VISR,SXR,Soldotna,Mediumairport, India, Srinagar
WBKH,SXS,Sheikh ul Alam,Smallairport, Malaysia, Sahabat
WMAN,SXT,Sahabat [Sahabat 16],Smallairport, Malaysia, Taman Negara
HASD,SXU,Sungai Tiang,Smallairport, Ethiopia, Soddu
VOSM,SXV,Soddu,Mediumairport, India, Salem
AYSV,SXW,Salem,Smallairport, Papua New Guinea, Sauren
SNFX,SXX,Sauren,Smallairport, Brazil, São Félix Do Xingu
LTCL,SXZ,São Félix do Xingu,Mediumairport, Turkey, Siirt
PASY,SYA,Siirt,Mediumairport, United States, Shemya
,SYB,Eareckson Air Station,Closed, United States, Seal Bay
YSSY,SYD,Seal Bay Seaplane Base,Largeairport, Australia, Sydney
OYSH,SYE,Sydney Kingsford Smith International,Smallairport, Yemen, Sadah
,SYF,Sadah,Seaplanebase, Canada, Gabriola Island
,SYG,Silva Bay,Closed, Norway, Svalbard
VNSB,SYH,Spitsberg,Smallairport, Nepal, Namche Bazaar
KSYI,SYI,Syangboche,Smallairport, United States, Shelbyville
OIKY,SYJ,Bomar Field Shelbyville Municipal,Mediumairport, Iran,
BIST,SYK,Sirjan,Smallairport, Iceland, Stykkishólmur
KSYL,SYL,Roberts Army,Heliport, United States, Camp Roberts/San Miguel
ZPSM,SYM,Pu'er Simao,Smallairport, China, Pu'er
KSYN,SYN,Stanton Airfield,Smallairport, United States, Stanton
RJSY,SYO,Shonai,Mediumairport, Japan, Shonai
MPSA,SYP,Ruben Cantu,Mediumairport, Panama, Santiago
MRPV,SYQ,Tobias Bolanos International,Mediumairport, Costa Rica, San Jose
KSYR,SYR,Syracuse Hancock International,Largeairport, United States, Syracuse
UERS,SYS,Saskylakh,Mediumairport, South Korea, Saskylakh
LFLN,SYT,Saint-Yan,Mediumairport, France, Saint-Yan
YWBS,SYU,Warraber Island,Smallairport, Australia, Sue Islet
KSYV,SYV,Sylvester,Smallairport, United States, Sylvester
OPSN,SYW,Sehwan Sharif,Mediumairport, Pakistan, Sehwan Sharif
ZJSY,SYX,Sanya Phoenix International,Largeairport, China, Sanya
EGPO,SYY,Stornoway,Mediumairport, United Kingdom, Stornoway
OISS,SYZ,Shiraz Shahid Dastghaib International,Largeairport, Iran, Shiraz
FNSO,SZA,Soyo,Mediumairport, Angola, Soyo
WMSA,SZB,Sultan Abdul Aziz Shah International,Mediumairport, Malaysia, Subang
EGSY,SZD,Sheffield City,Heliport, United Kingdom, Sheffield
HASM,SZE,Semera,Smallairport, Ethiopia, Semera
LTFH,SZF,Samsun Çarşamba,Smallairport, Turkey, Samsun
LOWS,SZG,Salzburg,Mediumairport, Austria, Salzburg
MUSN,SZJ,Siguanea,Mediumairport, Cuba, Isla de la Juventud
FASZ,SZK,Skukuza,Mediumairport, South Africa, Skukuza
KSZL,SZL,Whiteman Air Force Base,Largeairport, United States, Knob Noster
FYSS,SZM,Sesriem Airstrip,Smallairport, Namibia,
KSZN,SZN,Santa Cruz Island,Smallairport, United States, Santa Barbara
,SZO,Shanzhou,Closed, China, Shanzhou
KSZP,SZP,Santa Paula,Smallairport, United States, Santa Paula
,SZQ,Saenz Peña,Closed, Argentina, Presidencia Roque Sáenz Peña
LBSZ,SZR,Stara Zagora,Smallairport, Bulgaria, Stara Zagora
NZRC,SZS,Ryans Creek Aerodrome,Smallairport, New Zealand, Oban
,SZU,Segou,Closed, Mali, Segou
ZSSZ,SZV,Suzhou Guangfu,Mediumairport, China, Suzhou
EDOP,SZW,Schwerin Parchim,Mediumairport, Germany,
ZGSZ,SZX,Shenzhen Bao'an International,Largeairport, China, Shenzhen
EPSY,SZY,Szczytno-Szymany International,Mediumairport, Poland,
EPSC,SZZ,"Szczecin-Goleniów ""Solidarność""",Mediumairport, Poland, Goleniow
,TAA,Tarapaina,Closed, Solomon Islands, Tarapaina
TTCP,TAB,Tobago-Crown Point,Mediumairport, Trinidad and Tobago, Scarborough
